store_group,store_id,promo_period_int,period_num,period_year,weekly_velocity_amount,weekly_velocity_quantity
film_control,9,56,4,2019,47.97,3
baseline_control,40,57,5,2019,55.47,3
baseline_control,35,58,6,2019,53.97,3
baseline_control,35,60,8,2019,53.97,3
baseline_control,14,64,12,2019,44.97,3
film_control,33,67,2,2020,50.22,3
baseline_control,27,71,6,2020,53.97,3
baseline_control,22,72,7,2020,55.47,3
baseline_control,15,75,10,2020,53.97,3
baseline_control,39,76,11,2020,56.97,3
baseline_control,19,51,12,2018,61.72,3.25
baseline_control,4,53,1,2019,58.47,3.25
baseline_control,25,54,2,2019,58.47,3.25
baseline_control,40,55,3,2019,54.22,3.25
baseline_control,10,55,3,2019,53.22,3.25
baseline_control,40,58,6,2019,58.22,3.25
program_test,36,58,6,2019,54.97,3.25
baseline_control,21,68,3,2020,58.47,3.25
baseline_control,13,70,5,2020,51.97,3.25
baseline_control,32,73,8,2020,68.22,3.25
film_control,41,73,8,2020,54.22,3.25
film_control,33,75,10,2020,55.22,3.25
baseline_control,35,50,11,2018,59.46,3.5
baseline_control,7,53,1,2019,62.96,3.5
baseline_control,21,67,2,2020,62.97,3.5
program_test,11,68,3,2020,62.96,3.5
baseline_control,21,69,4,2020,62.96,3.5
film_control,33,74,9,2020,55.97,3.5
baseline_control,7,75,10,2020,62.96,3.5
baseline_control,27,55,3,2019,64.46,3.75
baseline_control,3,56,4,2019,62.96,3.75
film_control,9,58,6,2019,63.71,3.75
baseline_control,35,61,9,2019,67.46,3.75
film_control,38,63,11,2019,56.21,3.75
baseline_control,25,64,12,2019,67.46,3.75
baseline_control,31,65,13,2019,67.46,3.75
baseline_control,32,67,2,2020,75.71,3.75
film_control,38,72,7,2020,56.46,3.75
film_control,41,53,1,2019,63.96,4
baseline_control,31,57,5,2019,71.96,4
program_test,5,57,5,2019,67.96,4
baseline_control,1,59,7,2019,63.46,4
baseline_control,40,62,10,2019,67.96,4
baseline_control,26,63,11,2019,71.96,4
program_test,5,67,2,2020,67.46,4
baseline_control,14,74,9,2020,63.96,4
film_control,41,55,3,2019,66.21,4.25
baseline_control,8,56,4,2019,74.71,4.25
baseline_control,27,63,11,2019,76.46,4.25
baseline_control,4,65,13,2019,78.46,4.25
baseline_control,21,73,8,2020,76.46,4.25
baseline_control,28,46,7,2018,74.7,4.5
program_test,36,68,3,2020,73.45,4.5
baseline_control,27,70,5,2020,80.96,4.5
baseline_control,6,73,8,2020,80.95,4.5
film_control,33,64,12,2019,71.2,4.75
baseline_control,27,64,12,2019,85.45,4.75
baseline_control,26,73,8,2020,85.45,4.75
baseline_control,35,74,9,2020,85.45,4.75
baseline_control,6,75,10,2020,85.45,4.75
baseline_control,25,50,11,2018,84.95,5
baseline_control,10,68,3,2020,89.95,5
program_test,11,56,4,2019,85.2,5.25
baseline_control,35,62,10,2019,91.95,5.25
baseline_control,32,64,12,2019,102.7,5.25
baseline_control,1,69,4,2020,89.2,5.25
baseline_control,27,72,7,2020,94.45,5.25
baseline_control,1,73,8,2020,89.2,5.25
baseline_control,1,64,12,2019,93.44,5.5
baseline_control,27,69,4,2020,98.94,5.5
baseline_control,6,70,5,2020,98.94,5.5
program_test,11,57,5,2019,95.19,5.75
baseline_control,19,60,8,2019,103.44,5.75
baseline_control,35,68,3,2020,103.44,5.75
program_test,36,74,9,2020,91.94,5.75
baseline_control,32,44,5,2018,4.25,0.25
baseline_control,23,45,6,2018,4.25,0.25
baseline_control,30,46,7,2018,4.25,0.25
baseline_control,23,61,9,2019,4.75,0.25
baseline_control,20,66,1,2020,4.75,0.25
baseline_control,1,47,8,2018,99.94,6.25
program_test,5,56,4,2019,101.69,6.25
film_control,41,56,4,2019,109.43,6.75
baseline_control,3,58,6,2019,112.44,6.25
baseline_control,4,58,6,2019,112.44,6.25
baseline_control,10,69,4,2020,148.42,8.25
baseline_control,35,69,4,2020,139.42,7.75
baseline_control,19,69,4,2020,112.44,6.25
baseline_control,3,71,6,2020,179.9,10
baseline_control,10,71,6,2020,242.86,13.5
baseline_control,4,71,6,2020,206.88,11.5
program_test,36,72,7,2020,117.92,7.75
baseline_control,40,72,7,2020,108.93,7.25
baseline_control,6,72,7,2020,121.43,6.75
baseline_control,19,74,9,2020,112.44,6.25
program_test,34,74,9,2020,115.93,7.25
baseline_control,3,75,10,2020,107.94,6
baseline_control,19,76,11,2020,161.91,9
program_test,36,76,11,2020,99.94,6.25
baseline_control,3,76,11,2020,130.43,7.25
baseline_control,21,48,9,2018,9.49,0.5
baseline_control,18,48,9,2018,8.99,0.5
baseline_control,25,49,10,2018,9.49,0.5
baseline_control,22,52,13,2018,9.49,0.5
baseline_control,18,54,2,2019,8.99,0.5
program_test,34,61,9,2019,9.49,0.5
baseline_control,18,63,11,2019,9.99,0.5
baseline_control,2,64,12,2019,9.49,0.5
film_control,9,48,9,2018,13.49,0.75
baseline_control,21,49,10,2018,14.24,0.75
baseline_control,20,50,11,2018,13.49,0.75
baseline_control,37,51,12,2018,14.24,0.75
baseline_control,23,54,2,2019,14.24,0.75
baseline_control,20,58,6,2019,13.99,0.75
baseline_control,17,60,8,2019,13.49,0.75
baseline_control,22,60,8,2019,14.24,0.75
baseline_control,2,61,9,2019,14.24,0.75
program_test,11,61,9,2019,14.24,0.75
baseline_control,39,63,11,2019,14.24,0.75
baseline_control,17,66,1,2020,13.49,0.75
baseline_control,37,45,6,2018,16.99,1
baseline_control,22,46,7,2018,15.99,1
baseline_control,26,48,9,2018,18.99,1
baseline_control,32,49,10,2018,17.99,1
baseline_control,37,52,13,2018,18.99,1
baseline_control,40,54,2,2019,18.99,1
baseline_control,39,54,2,2019,18.99,1
baseline_control,14,54,2,2019,16.99,1
baseline_control,29,55,3,2019,15.24,1
baseline_control,22,58,6,2019,18.99,1
baseline_control,13,61,9,2019,16.49,1
baseline_control,39,62,10,2019,18.49,1
baseline_control,8,63,11,2019,18.99,1
baseline_control,6,65,13,2019,18.24,1
baseline_control,22,67,2,2020,18.99,1
baseline_control,39,67,2,2020,18.99,1
baseline_control,31,73,8,2020,18.99,1
baseline_control,16,75,10,2020,17.99,1
baseline_control,4,46,7,2018,20.24,1.25
baseline_control,25,46,7,2018,20.24,1.25
baseline_control,8,49,10,2018,23.74,1.25
baseline_control,8,50,11,2018,22.49,1.25
baseline_control,17,50,11,2018,21.24,1.25
baseline_control,26,51,12,2018,23.74,1.25
baseline_control,12,52,13,2018,23.24,1.25
baseline_control,20,53,1,2019,22.49,1.25
baseline_control,13,56,4,2019,21.74,1.25
baseline_control,31,61,9,2019,23.24,1.25
baseline_control,24,66,1,2020,25.74,1.25
baseline_control,20,68,3,2020,23.74,1.25
baseline_control,15,76,11,2020,22.49,1.25
baseline_control,18,44,5,2018,25.48,1.5
baseline_control,24,45,6,2018,25.48,1.5
baseline_control,12,49,10,2018,28.48,1.5
film_control,33,51,12,2018,25.48,1.5
film_control,38,51,12,2018,25.48,1.5
baseline_control,13,55,3,2019,24.73,1.5
baseline_control,16,56,4,2019,23.98,1.5
baseline_control,16,59,7,2019,23.23,1.5
baseline_control,14,59,7,2019,22.48,1.5
baseline_control,39,60,8,2019,28.48,1.5
film_control,9,62,10,2019,25.48,1.5
baseline_control,15,62,10,2019,26.48,1.5
baseline_control,14,62,10,2019,25.48,1.5
baseline_control,10,66,1,2020,26.98,1.5
baseline_control,22,66,1,2020,28.48,1.5
program_test,34,67,2,2020,26.98,1.5
baseline_control,31,70,5,2020,28.48,1.5
baseline_control,16,73,8,2020,26.98,1.5
film_control,38,48,9,2018,30.98,1.75
baseline_control,22,51,12,2018,33.23,1.75
film_control,9,54,2,2019,29.73,1.75
baseline_control,7,54,2,2019,31.48,1.75
baseline_control,28,54,2,2019,31.48,1.75
baseline_control,15,55,3,2019,29.98,1.75
baseline_control,22,56,4,2019,28.73,1.75
baseline_control,15,56,4,2019,30.48,1.75
baseline_control,24,61,9,2019,34.98,1.75
baseline_control,16,63,11,2019,31.48,1.75
baseline_control,2,68,3,2020,33.23,1.75
baseline_control,20,72,7,2020,32.48,1.75
baseline_control,2,75,10,2020,33.23,1.75
baseline_control,28,48,9,2018,37.98,2
baseline_control,8,48,9,2018,37.98,2
baseline_control,20,54,2,2019,35.98,2
baseline_control,20,57,5,2019,35.98,2
baseline_control,21,57,5,2019,35.98,2
baseline_control,16,57,5,2019,35.98,2
film_control,41,60,8,2019,37.98,2
baseline_control,24,60,8,2019,39.98,2
baseline_control,10,60,8,2019,35.98,2
program_test,11,62,10,2019,33.98,2
baseline_control,14,63,11,2019,29.98,2
baseline_control,13,66,1,2020,33.98,2
baseline_control,15,67,2,2020,35.98,2
baseline_control,20,70,5,2020,37.98,2
baseline_control,14,72,7,2020,29.98,2
baseline_control,24,73,8,2020,41.98,2
baseline_control,8,75,10,2020,37.98,2
baseline_control,23,50,11,2018,40.48,2.25
program_test,5,51,12,2018,38.23,2.25
baseline_control,24,51,12,2018,40.48,2.25
baseline_control,31,54,2,2019,39.98,2.25
baseline_control,12,61,9,2019,40.48,2.25
program_test,5,66,1,2020,37.98,2.25
baseline_control,37,67,2,2020,42.73,2.25
baseline_control,30,68,3,2020,40.48,2.25
program_test,34,68,3,2020,40.48,2.25
baseline_control,24,72,7,2020,44.98,2.25
baseline_control,21,54,2,2019,44.97,2.5
baseline_control,26,56,4,2019,42.98,2.5
baseline_control,14,60,8,2019,41.47,2.5
film_control,33,61,9,2019,41.72,2.5
baseline_control,10,62,10,2019,44.22,2.5
baseline_control,6,63,11,2019,44.97,2.5
baseline_control,28,63,11,2019,44.97,2.5
baseline_control,8,68,3,2020,47.47,2.5
program_test,34,69,4,2020,44.97,2.5
baseline_control,37,69,4,2020,47.47,2.5
baseline_control,31,72,7,2020,45.47,2.5
film_control,38,73,8,2020,41.97,2.5
baseline_control,14,75,10,2020,42.47,2.5
film_control,38,49,10,2018,46.97,2.75
program_test,36,51,12,2018,46.72,2.75
baseline_control,7,51,12,2018,52.22,2.75
program_test,5,52,13,2018,46.47,2.75
baseline_control,6,53,1,2019,49.47,2.75
baseline_control,27,56,4,2019,47.47,2.75
baseline_control,13,63,11,2019,41.22,2.75
baseline_control,32,63,11,2019,54.22,2.75
baseline_control,35,65,13,2019,50.72,2.75
baseline_control,29,69,4,2020,46.72,2.75
baseline_control,40,70,5,2020,43.97,2.75
baseline_control,21,72,7,2020,49.47,2.75
baseline_control,12,72,7,2020,49.47,2.75
baseline_control,17,73,8,2020,49.47,2.75
baseline_control,29,74,9,2020,43.97,2.75
baseline_control,17,75,10,2020,49.47,2.75
film_control,38,47,8,2018,50.47,3
baseline_control,1,48,9,2018,47.97,3
baseline_control,1,54,2,2019,50.97,3
baseline_control,6,55,3,2019,50.22,3
baseline_control,25,58,6,2019,53.97,3
film_control,38,62,10,2019,50.97,3
program_test,36,62,10,2019,50.97,3
film_control,33,71,6,2020,48.47,3
baseline_control,27,73,8,2020,53.97,3
baseline_control,31,50,11,2018,58.47,3.25
baseline_control,28,53,1,2019,58.47,3.25
baseline_control,25,63,11,2019,58.47,3.25
baseline_control,8,69,4,2020,61.72,3.25
program_test,36,69,4,2020,55.22,3.25
baseline_control,13,71,6,2020,51.97,3.25
program_test,34,71,6,2020,51.97,3.25
baseline_control,1,76,11,2020,55.22,3.25
film_control,41,46,7,2018,50.72,3.5
baseline_control,4,48,9,2018,66.46,3.5
film_control,33,56,4,2019,55.96,3.5
baseline_control,31,56,4,2019,61.96,3.5
baseline_control,32,62,10,2019,66.97,3.5
program_test,36,64,12,2019,52.47,3.5
baseline_control,21,74,9,2020,62.96,3.5
baseline_control,1,75,10,2020,59.46,3.5
baseline_control,7,76,11,2020,62.96,3.5
baseline_control,25,57,5,2019,67.46,3.75
baseline_control,1,58,6,2019,63.71,3.75
baseline_control,25,61,9,2019,67.46,3.75
baseline_control,1,61,9,2019,63.71,3.75
film_control,33,69,4,2020,63.71,3.75
baseline_control,30,72,7,2020,67.46,3.75
baseline_control,42,75,10,2020,63.71,3.75
baseline_control,25,56,4,2019,69.96,4
baseline_control,19,59,7,2019,71.96,4
program_test,5,65,13,2019,67.71,4
baseline_control,35,66,1,2020,71.96,4
program_test,11,71,6,2020,63.96,4
baseline_control,6,74,9,2020,71.96,4
baseline_control,35,75,10,2020,71.96,4
baseline_control,27,76,11,2020,71.96,4
baseline_control,32,55,3,2019,69.71,4.25
baseline_control,7,70,5,2020,76.46,4.25
baseline_control,40,74,9,2020,67.96,4.25
film_control,41,76,11,2020,67.96,4.25
baseline_control,3,46,7,2018,74.2,4.5
baseline_control,4,52,13,2018,84.46,4.5
baseline_control,25,75,10,2020,80.95,4.5
film_control,38,76,11,2020,71.96,4.5
baseline_control,8,46,7,2018,82.45,4.75
baseline_control,25,66,1,2020,85.45,4.75
film_control,33,68,3,2020,78.2,4.75
baseline_control,40,71,6,2020,75.95,4.75
baseline_control,32,74,9,2020,85.45,4.75
baseline_control,1,55,3,2019,78.2,5
baseline_control,4,57,5,2019,89.95,5
baseline_control,3,60,8,2019,89.95,5
baseline_control,31,62,10,2019,87.95,5
program_test,36,63,11,2019,74.95,5
baseline_control,35,63,11,2019,89.95,5
film_control,41,64,12,2019,74.95,5
baseline_control,26,71,6,2020,89.95,5
program_test,34,75,10,2020,84.95,5
baseline_control,40,65,13,2019,89.2,5.25
baseline_control,25,67,2,2020,94.45,5.25
baseline_control,3,54,2,2019,98.94,5.5
baseline_control,8,59,7,2019,97.69,5.5
baseline_control,1,56,4,2019,95.19,5.75
baseline_control,4,60,8,2019,103.44,5.75
baseline_control,40,67,2,2020,96.19,5.75
baseline_control,40,69,4,2020,97.44,5.75
baseline_control,12,45,6,2018,4.75,0.25
baseline_control,15,48,9,2018,4.75,0.25
baseline_control,15,52,13,2018,4.75,0.25
baseline_control,37,53,1,2019,4.75,0.25
baseline_control,23,60,8,2019,4.75,0.25
baseline_control,2,65,13,2019,4.75,0.25
baseline_control,23,68,3,2020,4.75,0.25
